,Zipcode,Latitude,Longitude,Address,prices,time
0,08693747,,,,,
0,,,,"6422 90 SR
2014 BONUSCARD",,7pm
0,63811,,,,$523,
0,39747,-89.5696,33.4165,,,
0,201059,,,,,1:31
0,,,,,,
0,77584,-95.3208,29.5405,,$42.73,06:40 PM
0,1318045,,,3801 WATSON RD,$6.50,16:34
0,118888,,,3313 Hyland Ave.,$9.95,12:16 PM
0,80440,-105.9994,39.2256,2017 wis Aso wast),,13:06
0,98006,-122.1552,47.5614,,,1:17
0,,,,17 GBP Dent Card,,7am
0,,,,,,
0,270765,,,505 Parnassus Avenue,$8.35,12:14
0,,,,,,
0,92078,-117.185,33.1193,,,02:13PM
0,26101,-81.5354,39.2644,,,
0,68000,,,,,
0,,,,,,
0,92211,-116.3398,33.7644,,,6:15
0,,,,,,
0,,,,1 To Go SourD,,
0,148946,,,,$9.90,7:54 PM
0,12537,-73.9363,41.5824,,,
0,77061,-95.279,29.6652,,,
0,,,,,,
0,98129,-122.3321,47.6062,,,05:47PM
0,701009844,,,,,23:10
0,,,,,,
0,,,,,$495,1:25
0,,,,,,
0,232519,,,,$9.99,
0,,,,,,
0,19021,-74.8991,40.0933,,,4:42
0,10983,-73.9491,41.0278,"822 9966 Stored 10983
KSt",,19:89
0,,,,,,
0,,,,,$5.50,
0,,,,11 Suffolk Street,,
0,,,,,$ 5.00,
0,71500,,,,,
0,98119,-122.3643,47.6379,1 Guest,$15,3:28
0,23870,-77.4683,36.8143,,,
0,,,,,,1:32
0,,,,,,
0,60632,-87.7052,41.8093,,$45.39,16:96
0,33838,-81.6212,28.0194,400 tt Bourke st,$3.75,1:42PM
0,,,,,,17:38
0,,,,,,
0,,,,,,
0,692202,,,,,
0,,,,,,
0,02886,-71.4476,41.7026,,$7.16,8:10
0,32561,-87.1639,30.3571,12 Via De Luna Drive,,9:58 AM
0,,,,,$5.00,
0,14585,-77.5531,42.9063,9865 PUDDING 36CT,$58.92,
0,35130,-87.1007,33.6561,,,
0,27200,,,7200 Harvard,$29.47,09:07PM
0,,,,,,
0,,,,,,
0,33125,-80.2341,25.7825,,$3.29,
0,,,,,,
0,20817,-77.1538,38.9896,,,
0,00009046,,,4 fst,,1AM
0,10311,-74.1795,40.6052,0311 Gravelly Lake Drive,,4:48 PM
0,,,,,,
0,,,,,,
0,,,,,,
0,,,,,$9.19,
0,,,,,,
0,,,,,,
0,39747,-89.5696,33.4165,,,
0,721201,,,,,3:34
0,00187,,,,,
0,012435333,,,"6 ST PANCRAS
WEST",,10:41 PM
0,,,,,$23,5:47
0,326427,,,,$15.99,19:50
0,27345,,,,$12.09,
0,,,,,$6,
0,,,,,,18:25
0,,,,,,
0,000038,,,,$9.45,17:23
0,,,,,$54.99,
0,12345,-73.9396,42.8142,344 Sullivan Street,$378,
0,06457,-72.6652,41.5569,,,7:35 PM
0,77004,-95.3625,29.7247,4320 almeda rd,$8.00,2:09 PM
0,65797,,,,$5.29,
0,002969,,,,,
0,100257,,,,$8.00,
0,,,,,$9,86:16
0,,,,,,
0,143821,,,2 Crawford,$96.73,
0,,,,,,
0,01930,-70.6721,42.6208,,$9,11:05
0,032888105,,,,$24.90,
0,,,,,,
0,40023,-85.4282,38.1652,,$7.83,
0,23419,-75.9269,37.3074,4141 MAIN STREET,$36.21,01:36
0,,,,,$178.86,
0,20817,-77.1538,38.9896,,,
0,91105,-118.1636,34.1355,,$ 20.66,03:16 PM
0,863740296,,,,,
0,77181,,,"7181 008
fh 01 A oct",,
0,,,,,$2.75,
0,90049,-118.474,34.066,,,08:39
0,28152,-81.5337,35.2689,,,5:24
0,123456,,,,,
0,541362761,,,,,09:49
0,38848,-88.3089,33.8871,1 Soft Dring wuest,,
0,,,,,,
0,82226,,,20 West,,
0,39501,-89.0976,30.3826,,,
0,,,,,,
0,92211,-116.3398,33.7644,,,
0,,,,,,
0,012435333,,,"6 ST PANCRAS
WEST",,10:41 PM
0,883484321,,,,,
0,37820,-83.5673,36.081,15 Wertheim Court,,10:52
0,16920,-77.3134,41.9882,,$662,
0,,,,,,
0,,,,,,
0,,,,,,
0,,,,,,
0,000566,,,,$207,6:29
0,802172,,,,$3,12:38
0,,,,177 Main Street,$3.74,
0,64004,,,,,
0,30305,-84.3851,33.832,4265 Piedmont Rd,,01:31
0,93449,-120.6522,35.1578,,$8.99,2:07 PM
0,,,,,,
0,,,,,,
0,075660570,,,,$99,7AM
0,90012,-118.2385,34.0614,,$8.50,6:23 PM
0,,,,,,
0,20120895,,,,,
0,,,,,,
0,25118,-81.3217,38.1249,,,7:01
0,800672844,,,,,
0,,,,,$5.00,1:00
0,,,,,$00.00,
0,,,,,,
0,201382,,,,$4.85,12:01
0,,,,,$5,5:47
0,,,,,,
0,90190,,,,$ 4,
0,,,,,,
0,,,,11 Suffolk Street,,
0,38012,-89.2624,35.61,88 S Monroe Ave,$7.25,01:47pm
0,,,,,,
0,52190,,,"07 Cundles Rd,",,10:55
0,075660570,,,,$99,7AM
0,,,,,,
0,22008,,,,,
0,20064,-76.9963,38.9332,,,9:09
0,,,,,,
0,93001,-119.3584,34.3308,,$88,
0,,,,4137 Chk log ast,,
0,,,,,,
0,77061,-95.279,29.6652,,,
0,,,,,,
0,,,,,,6:57 PM
0,183260001,,,"00 m
GARANTL BANKAST",,
0,,,,,,
0,10031,-73.9507,40.8246,,,08:10
0,,,,,,
0,15147,-79.8345,40.4927,"5147 WARDS RD,",,
0,,,,,,
0,71434070,,,,$3,
0,021315233,,,,,
0,96060,,,"999 0
Product",$ 25.64,5:45
0,,,,,,
0,19064,-75.3338,39.9296,,$25,12:14 PM
0,119876330,,,143 Jefferson Street,,7am
0,,,,,$6.00,16:57
0,,,,,$9.43,
0,00041795,,,,,
0,,,,,,
0,,,,,,
0,20003,-76.9895,38.8829,,,11:56 AM
0,002649,,,,,11:24
0,091608996,,,,,12:45
0,,,,"8 16 9999
ford",,
0,,,,"45 AM
Enp KAPILA
2 Brkfst",,8:12
0,,,,,,
0,07081-3,,,"2017 Gst 5
Guest",,
0,32159-5702,,,,$8.73,5:42
0,94115,-122.4358,37.7856,1740 FILMORE STREET,,08:24
0,,,,,,
0,,,,,,
0,90401,-118.4907,34.0176,1345 ind St,$156.81,
0,32726,-81.6789,28.855,,$70.00,5:33
0,88678295,,,01 A oct,,15:56
0,000001,,,,$34.05,12:18
0,,,,,,
0,,,,,,
0,10010,-73.9813,40.7375,,,
0,,,,,,
0,,,,,$3.54,
0,10074,,,,$ 1.00,
0,,,,,,9PM
0,83400,,,2 SAUTE ST,$0,22:05
0,,,,,,
0,,,,,,14:01
0,,,,,,
0,,,,,,
0,43963,-80.6996,40.1681,,,12:38
0,165929,,,,$34.13,13:44
0,20120895,,,,,
0,,,,,,
0,1296494,,,,,05:03
0,,,,,,10:32 AM
0,,,,,,
0,,,,,$912,
0,860913325,,,220 Yonge street,,
0,,,,,,16:10
0,91342,-118.4322,34.3054,,,
0,920020021,,,,,16:14
0,89119,-115.1365,36.1008,,,6:55
0,73001,-98.3574,35.2032,,,
0,47400,,,,,
0,,,,,$14.83,
0,07083,-74.2677,40.6952,2401 F Route 22 West,,6:15
0,83049,,,,$9,
0,,,,,,
0,23636633,,,,,08:22
0,32830,-81.569,28.3822,"2830 q
CAST",,
0,77449-4034,,,,$665,
0,,,,,,
0,,,,,,
0,,,,5 the Freshest,,
0,,,,,,
0,32830,-81.569,28.3822,345 GUEST,,22:49
0,,,,,$ 40.75,6:06
0,,,,,,
0,30194,,,,"$1,000",9:45 PM
0,,,,55 NORTON STREET,$20.00,
0,12185,-73.5437,42.8855,,$63.15,
0,,,,,,
0,,,,,,
0,22205,-77.1395,38.8836,,,
0,10019,-73.9858,40.7651,4 Prince Street,,
0,1000007,,,,$0,
0,,,,,$9.16,6:50
0,513105719,,,,,19:48
0,00000,,,,,
0,,,,,,7:50 PM
0,70166,-90.0751,29.9546,00 Gift Card!,$9.2,
0,,,,,,
0,92101,-117.1593,32.7185,2 Hold the first,,08:24PM
0,95610,-121.2692,38.6946,7411 MADISON AVE,,02:39
0,,,,,,21:43
0,,,,,,1:53
0,91710,-117.6844,34.0125,,$11.84,13:22
0,25741,,,,,
0,94103,-122.4147,37.7725,370 14th sq,$6.45,9:07
0,85395,-112.3947,33.479,,,
0,89109,-115.1454,36.126,1 Chk 8706 Gst,$14.07,11:56AM
0,,,,,$5.37,
0,,,,,,
0,39938507,,,,,
0,32251,,,,,
0,,,,,,
0,000566,,,,$207,6:29
0,,,,,,
0,1134101,,,,,
0,,,,,,
0,,,,,,21:48
0,,,,,,
0,,,,,$105.04,
0,012345678,,,,,02:56
0,,,,,,
0,28341919,,,,,
0,11514,-73.6119,40.7512,"125 Voice Rd,",$85.00,4:40
0,33462,-80.0794,26.5747,2412 FLORAL ROAD,$8,
0,32388,,,,,
0,989049734,,,,,
0,,,,,,
0,91764-2523,,,1107 EAST 4TH STREET,,13:11
0,06108,-72.618,41.7803,1250 BURNSIDE AVE,$11.6,1:08
0,,,,,$0,
0,,,,,$783,
0,30017,-83.9632,33.8901,,,10:05
0,,,,1 PORST,$20,22:98
0,,,,,,
0,,,,,,
0,646858086,,,,$9.90,9:43
0,,,,1 keary Oretard,$10.4,
0,092817,,,,,
0,,,,,,6:10
0,,,,,,
0,,,,"0 Northgate Drive,",,
0,98456,,,,,11:47
0,,,,,$ 5.00,
0,00001,,,,,
0,30080,-84.5023,33.8796,1841 SPRING ROAD,$5.07,
0,,,,,,
0,429171117,,,,$49.68,
0,10031,-73.9507,40.8246,,,
0,,,,,,
0,98037,-122.2855,47.8392,,,1:52
0,92832,-117.9265,33.868,122 W Orangethorpe Ave,,03:31
0,23419,-75.9269,37.3074,4141 MAIN STREET,$36.21,01:36
0,010800,,,,,18:35
0,,,,392 Kent Street,,
0,50009,-93.4724,41.6475,,,1:48 PM
0,7957108,,,,$ 0.00,
0,13288202,,,4 labocst,,
0,,,,,,
0,,,,,,
0,,,,,,
0,,,,,,
0,,,,,$100,
0,98062,-122.3621,47.4693,,,5:29
0,,,,,,
0,,,,,,
0,89103,-115.2161,36.1149,,,
0,78838,-99.7126,29.4952,,$8.44,
0,,,,,$ 3.50,
0,41392,,,,,
0,,,,,$710,
0,,,,,,
0,16338,,,500 NORTH MAIN STREET,,04:33
0,,,,45 AORD,$16.79,
0,46000,,,,$460,12:29
0,,,,,,
0,687643,,,47 St Vincent Street,,17:36
0,,,,,$7,
0,,,,6 Feast,,09:21
0,31203,-83.6913,32.8067,,,
0,37200,,,,,
0,01002059,,,,$9.1,
0,,,,,,
0,25403,-77.9747,39.5227,3795 Cleveland Ave.,,09:14
0,,,,,,
0,50175,,,,,
0,,,,,,
0,,,,,,
0,,,,,$2,
0,592053896,,,,,
0,,,,,$0,
0,,,,,$0.06,
0,,,,,$840,
0,4600523,,,,,
0,191109997,,,,$0,
0,90014,-118.2509,34.0443,,,06:58PM
0,,,,,,
0,96121,-120.3895,40.1828,,,02:36
0,18772,,,"0502 f
a
rs
Pst",,11:05
0,93454,-120.4325,34.9545,,$89.98,6:00 PM
0,86675,,,,,19:13
0,61493,,,,,
0,,,,,,
0,019688,,,,,2:59PM
0,,,,,,
0,96036,,,,$75,11:27 AM
0,,,,,,
0,10439,,,,,18:42
0,,,,,,5:17AM
0,1220133,,,,$51,12:33
0,,,,,,
0,,,,,,
0,76063,-97.1416,32.5773,,,0:65
0,,,,,,
0,020140920,,,1 Chk 6289 Gst,,05:38PM
0,18680048,,,1816 SPC PICK AND PROAE St,$5.48,
0,07400,,,,,22:32
0,,,,"59 AN
able Cust",,9:59
0,,,,1728 Gst,,2:44PM
0,16616,-78.4455,40.7683,,,
0,11525,,,,,
0,,,,,,
0,,,,,$75.76,05:34PM
0,52002,-90.7384,42.5122,,,
0,,,,,,
0,98780,,,,$39.99,
0,465212,,,,,14:00
0,38848,-88.3089,33.8871,1 Soft Dring wuest,,
0,,,,,$40,
0,41103,,,,,10:86
0,,,,,,
0,,,,,$4,
0,,,,,,
0,,,,,,
0,84812,,,"9801 San Pablo Ave
Ricteord",$ 1.50,04:28 PM
0,011795190,,,,,
0,,,,,,
0,75015,-96.9722,32.8987,,,
0,,,,,,
0,10009,-73.9796,40.7262,,,
0,,,,,,
0,,,,,$ 13,04:19
0,809026933,,,,,11:26
0,,,,,,
0,,,,"46 lable 22
Bernard",,
0,61493,,,,,1AM
0,5961528,,,,$35,10:04
0,,,,,,
0,1199494,,,,,
0,,,,577 Sard,,
0,893556587,,,,,23:39
0,,,,,,9:92
0,068242,,,,$8.76,2:48
0,,,,,,
0,,,,,$6,
0,04488,-69.1069,44.8843,,,
0,,,,,,
0,,,,,,
0,77042,-95.5589,29.7404,149 gst,$46.98,06:07
0,,,,442 W madison St,,
0,00036,,,,,14:13
0,12001,,,,,07:55 PM
0,,,,313 Orchard Road,,08:04
0,80249,-104.7557,39.7783,,$24.99,8:17 am
0,,,,,,
0,57478406,,,,$02,7pm
0,,,,,$59.75,06:26PM
0,,,,,,
0,,,,,,
0,002969,,,,,
0,,,,,,
0,462026,,,,,
0,,,,,,
0,,,,3111 W TEMPLE AVE,$ 65.19,
0,978927678,,,246 ELLIOTT ST,$ 8,11:30
0,,,,,,9:09
0,998915079,,,,,05:41
0,18740545,,,,,18:38
0,,,,,$ 32.62,08:32 AM
0,99790,-147.7164,64.8378,,,
0,94303,-122.1388,37.4673,"1771 East Bayshore Rd
Fast",,
0,,,,,,
0,,,,,,
0,0000039,,,,$5.00,11:37
0,60044,-87.856,42.282,,,1:25 PM
0,69696969,,,"14 Me

CARD TYPE MC

ACCT",$196,11:14
0,83996,,,,$99.24,
0,,,,,$64.60,6:06
0,,,,,,
0,,,,,,
0,,,,,$8,
0,28143,,,99 Bat ri St,$281,9:10
0,,,,1 Breakfast,,09:02
0,32561,-87.1639,30.3571,12 Via De Luna Drive,,9:58 AM
0,15147,-79.8345,40.4927,"5147 WARDS RD,",,
0,,,,,$0,
0,0846156,,,,$42.78,20:26
0,80134,-104.8447,39.4895,,,21:52
0,,,,1441 WEST,,
0,64000,,,,,
0,,,,,,
0,150306666,,,,$96.55,
0,46176,-85.7875,39.5043,,,04:40PM
0,,,,,,
0,,,,,,
0,,,,,,22:04
0,50063,-93.9707,41.6862,,,6:55
0,,,,,,
0,98062,-122.3621,47.4693,,,5:29
0,,,,,,
0,84200,,,,,6:30
0,,,,5 Glen Cameron Rd.,,13:52
0,10000,,,,,10:57
0,70101012,,,,,
0,24136,-80.5975,37.3312,,,6:49
0,987987987,,,,,14:22
0,,,,,$210,
0,013149601,,,,,
0,,,,,,
0,,,,,,
0,0000107,,,,$40,
0,,,,,,
0,,,,,,
0,00003294,,,,,
0,,,,,,
0,,,,,$34.41,
0,096959142,,,,$ 13.00,9:12 PM
0,,,,,,
0,40057,-85.1072,38.3598,,,10:13
0,391495,,,,$36.15,
0,06221-6548,,,,,
0,,,,38 Gst,,11:38
0,00721,,,1 Nugget 12ct,$9.80,8:59
0,,,,,,
0,,,,,$6.8,08:57
0,11515,,,,,10:54
0,,,,,$40.48,
0,,,,,$662,
0,,,,,,
0,07601,-74.0503,40.8882,,$6.6,
0,70170,-90.0751,29.9546,,$217.55,
0,,,,,,
0,,,,,,
0,,,,,,
0,89101,-115.1224,36.1721,,,
0,673579018,,,,,
0,,,,,,
0,30841902,,,,,99:52
0,,,,,,
0,,,,,,
0,16499,,,,$2,
0,10028,-73.9529,40.7763,,,4:08 PM
0,89127,-115.1372,36.175,,,21:19
0,27829,-77.64,35.674,,,
0,,,,,,
0,,,,,,
0,,,,,,
0,,,,"202 a
Host",,
0,,,,,$42.28,
0,,,,,$5.00,1:00
0,70116,-90.0646,29.9686,1 Che 1750 Gst,,7:42PM
0,,,,,,
0,,,,,,
0,98104,-122.3256,47.6036,,$4,
0,35201-,,,,,12:00
0,,,,,,
0,,,,,,
0,62859774,,,,,
0,90802,-118.182,33.7706,"45 Bay St,",$5.00,3:20
0,70013,,,,$10.44,
0,,,,"4 FRONT ST,",$6.50,06:54
0,,,,,,
0,22016,,,,,
0,60446,-88.0696,41.6404,,,3:46 PM
0,3040105,,,1 Ckn Minis 4ct.,$95,
0,,,,,,
0,01801,-71.1574,42.4829,100 Unicorn Park Drive,$8.23,8:32
0,,,,,,
0,,,,,$3.00,
0,60082,-87.8121,42.1164,,$ 3.7,3:16
0,64000,,,,,
0,,,,,$20.78,
0,21114,-76.6802,39.0112,,,
0,,,,,,
0,,,,,,8:36
0,98122,-122.3056,47.6116,,$1,6:14
0,,,,,,
0,,,,,,
0,,,,,$5.0,
0,,,,,,
0,22099-1974,,,,,01:20 PM
0,,,,,,
0,11686,,,,,4:23
0,,,,,,
0,,,,,,
0,,,,,,17:29
0,,,,,,
0,,,,,,21:26
0,,,,,,
0,1879995,,,"73 WARDOUR STREET,",,
0,,,,,,
0,,,,,$599,
0,,,,5 bzing the most,,19:19
0,85202,-111.8724,33.3851,,,
0,,,,,$6.43,
0,210371,,,,$28,14:27
0,01782,,,,,10:00
0,000038846,,,,,14:23
0,,,,,,8:56
0,282002,,,,,22:54
0,1193913,,,,$83,21:27
0,,,,,,
0,,,,,$73.10,8:06
0,,,,,,
0,30024,-84.0262,34.0425,,,
0,,,,,,
0,,,,,,
0,,,,,$6,
0,66154,,,6154 Boppard,,
0,25068545,,,,$9.79,18:49
0,,,,2 Cust,,
0,,,,,,
0,,,,"04 Ke
Tex 6
at
have",,
0,001032,,,,,
0,,,,,,1:32
0,07042,-74.2165,40.8131,465 Bloomfield Avenue,,2:25 pm
0,,,,,,
0,00721,,,1 Nugget 12ct,$9.80,8:59
0,10577,-73.7156,41.0384,,$436,
0,,,,,,
0,3685711,,,,,06:24
0,449002,,,,,12:25
0,49931,-88.558,47.1158,1001 W Memorial Rd,,10:24
0,614895999,,,,,
0,54965,-89.0404,44.1604,,$29.40,
0,,,,,,
0,99438,,,,,20:08
0,03051,-71.4121,42.769,,,
0,,,,,,
0,,,,,,
0,210371,,,,$28,
0,,,,,,00:01
0,,,,,,
0,10156,-73.9772,40.7808,0156 EAST 71ST,,16:33
0,,,,,,
0,,,,,,
0,40009,-85.1436,37.4662,,,
0,2000744,,,9138 df OST,$25,2:36AM
0,77780,,,,$81,14:06
0,,,,,,
0,98062,-122.3621,47.4693,,,5:29
0,32244,-81.7556,30.2231,,"$1,000",07:35
0,,,,,,
0,,,,,,
0,966550,,,,,
0,,,,,,
0,160082,,,,$9,
0,,,,,,
0,20005,-77.0312,38.9067,1 BREAKFAST,,
0,,,,,,
0,020783987,,,17 Charing Cross Road,,
0,,,,,$9.16,6:50
0,34682,-82.7637,28.0781,,,11:20AM
0,,,,,$ 40.75,6:06
0,92699,,,,,
0,,,,,,
0,87123,-106.509,35.0717,,$50,15:02
0,,,,,,10:35 AM
0,,,,,,
0,,,,,,
0,,,,,,
0,,,,"5 ee

OCard",,
0,482001,,,,,21:14
0,,,,,,
0,09098,12.0105,47.8638,,,
0,,,,,,
0,,,,,,
0,855099703,,,,,14:16
0,,,,,,
0,43570004,,,9001 WEST LAWRENCE AVE,,
0,19100,,,,$539,
0,002356104,,,,,22:47
0,,,,,,
0,,,,,,
0,0000040,,,,$7.79,6:59
0,33384,,,,,
0,,,,,,
0,,,,,,
0,,,,,,
0,520020,,,,$534,4:00
0,,,,,$85.39,3:11 PM
0,027719994,,,,,10:57
0,66017188,,,19 Gst,,13:19
0,,,,11 Suffolk Street,,
0,,,,,,
0,966639,,,,,19:59
0,,,,,,
0,,,,,,
0,23952,-78.2915,36.9291,4 Transt,$ 9.36,14:39
0,000000000,,,,,
0,38848,-88.3089,33.8871,1 Soft Dring wuest,,
0,47300,,,,$22,12:06
0,,,,,$0,
0,47078,,,,,
0,,,,,,
0,00036,,,,,14:13
0,933099557,,,,$084,
0,34775,,,,,
0,918266,,,,,19:32
0,,,,50 Project,$50,2PM
0,92710,,,,,
0,61261,-89.9169,41.7199,,,3:35
0,,,,,,
0,,,,,,
0,,,,,,
0,,,,,,
0,,,,,,
0,,,,100 Gift Card!,$100,
0,630188,,,,,12:10
0,,,,,,
0,,,,,,
0,,,,,$9,
0,29926,-80.7476,32.2077,,,
0,920713395,,,,,20:57
0,40035,,,1 Chpst,,07:18PM
0,92371,-117.5196,34.4449,,$6.60,12:23
0,,,,,,2:16
0,040920,,,,,
0,94030,-122.402,37.6004,,,02:16 PM
0,048857312,,,,,15:35
0,,,,,$6,4PM
0,,,,,,
0,,,,,,
0,36806,,,,,13:33
0,,,,,,
0,,,,,,
0,00022,,,,$2,
0,,,,,,18:09
0,,,,,,
0,75015,-96.9722,32.8987,,,
0,11900,,,"1279 a
Contact:",,12:18
0,,,,,$9.23,
0,,,,,,
0,,,,,$54.99,
0,,,,,,9:30am
0,43570004,,,9001 WEST LAWRENCE AVE,,
0,,,,,,
0,52000,,,,,
0,,,,,$5,
0,67636493,,,,$9.00,
0,20034856,,,,,13:22
0,23084-1306,,,,,07:52 AM
0,004530,,,,$886,
0,,,,,,
0,,,,,,
0,,,,,,
0,,,,,,
0,08024,,,,$95,
0,70116,-90.0646,29.9686,1 Che 1750 Gst,,7:42PM
0,46006,,,,,
0,23407,-75.5666,37.846,,,
0,,,,,,
0,,,,"02 QUEENS BLVD
FOREST",,19:26
0,,,,"28 aX
2h Is st",$8.28,
0,11908225,,,,,18:20
0,04083,-70.8064,43.4715,,$78,2:04
0,059413,,,,,
0,,,,,,
0,,,,,,02:11 Pm
0,75240,-96.7872,32.9374,,$6,
0,005005306,,,,$70,
0,,,,,$5.74,
0,15147,-79.8345,40.4927,5147 WARDS RD.,,
0,,,,"00 58
mast",$8,4:16
0,,,,,,
0,19264,,,,,
0,94040,-122.088,37.3855,,,11:52
0,,,,,,
0,77672,,,,,
0,,,,,$7,
0,,,,,,
0,,,,,,
0,144896,,,,,1:49
0,100109,,,,,10:10
0,,,,,,
0,,,,,$63,
0,32804,-81.3955,28.5754,1 Chk 1214 Gst,,
0,7001007,,,,$020,
0,152967,,,90 Baldwin Street,,13:32
0,,,,,,
0,010016,,,,,
0,,,,,,
0,10045096,,,,,
0,,,,,,
0,35785,,,,,1:33
0,673579018,,,,,
0,,,,,,
0,,,,,$28.95,3:28
0,,,,,$42,
0,11329,,,,$28.50,9:27 AM
0,082205,,,,,
0,,,,,,
0,,,,,$5,14:36
0,21211,-76.6336,39.3316,1 Chk 7951 ust,,09:50
0,10019,-73.9858,40.7651,4 Prince Street,,
0,,,,,,
0,,,,,,
0,33767,-82.8286,27.9598,1 OMLET SOUTHWEST,,
0,30026,-84.1263,33.9792,,,1:21
0,,,,,,
0,,,,,$3,
0,,,,,$34.41,
0,,,,,,
0,,,,3 Chk 232 Gst,,
0,97146,-123.9254,46.145,0042 53172 ie ed dead gost,$30.00,
0,,,,,$9.71,10:54
0,14850,-76.4966,42.4406,,$5.95,
0,,,,,,
0,,,,182 Save:,,01:48
0,,,,,$50.00,
0,,,,,,
0,,,,,,
0,,,,,,
0,17364,-76.8822,39.9346,,,
0,822084,,,,,
0,,,,,,
0,,,,,,
0,,,,,,01:00
0,40075,-85.1019,38.5521,,,
0,,,,,,2:21
0,,,,,,
0,250010,,,,$139,1:58
0,,,,,$7.25,
0,21342196,,,,,16:10
0,,,,,,
0,012435333,,,"6 ST PANCRAS
WEST",,10:41 PM
0,046198,,,,$14.20,10:58
0,20001,-77.0177,38.9122,,,
0,,,,,,
0,01008,-72.9361,42.1829,,,
0,,,,,,
0,,,,,$3,
0,05294,,,,,
0,,,,,$66.95,7:55 AM
0,,,,44 409 OCT,,1:44
0,,,,,,
0,,,,,,
0,08106,-75.0724,39.891,610 W Nicholson Rd.,,04:24 PM
0,,,,,,
0,,,,,$85.58,19:40
0,,,,,,
0,94086,-122.0238,37.3764,,$30.34,
0,218199,,,,$74.77,16:27
0,49320,-85.2783,43.7553,,,13:26
0,85710,-110.824,32.2138,,$6.75,16:20
0,,,,,,
0,,,,,,
0,80119,,,,,
0,811135,,,,$9.00,16:33
0,55414,-93.2199,44.9779,"407 15TH AVE,",,13:20
0,00001336,,,,,
0,43570004,,,9001 WEST LAWRENCE AVE,,8:36PM
0,,,,,,
0,,,,,,
0,,,,,,
0,1100563,,,,,9:17
0,,,,,$2.90,
0,03051,-71.4121,42.769,,,
0,,,,,,
0,,,,,,
0,,,,,,
0,6208894,,,,,
0,,,,5 Glen Cameron Rd.,,13:52
0,,,,,,
0,26909,,,1008 Oxmoor Road,$17.45,11:41 am
0,95356,-121.0252,37.7005,,,1:26 PM
0,,,,,$18.4,
0,70041,-89.5242,29.3519,00 Gift Card!,$100.00,
0,012435333,,,"6 ST PANCRAS
WEST",,10:41 PM
0,92103,-117.1636,32.7466,,$20.53,
0,10000,,,,,
0,,,,,,
0,148732,,,1052 OCEAN DRIVE,$54.18,
0,00007298,,,,,14:03
0,,,,,$0,
0,,,,,,
0,,,,,,
0,,,,,,
0,3367111,,,,,1:04
0,,,,,,
0,89118,-115.2169,36.0811,,$23.34,
0,184708,,,,$89,
0,,,,"405 BRENTWOOD RD,",,
0,,,,,$5,
0,5782882,,,,,20:06
0,,,,"49 60
1X The Worst",$60.44,
0,,,,,,
0,,,,,,
0,086869012,,,,,
0,,,,,,
0,80222,-104.9279,39.671,,,11:59
0,,,,,,
0,,,,,$5.0,
0,134924,,,,$9.39,
0,,,,,,
0,,,,,,
0,03720,,,,,
0,01726,,,1 CHK SELECT,,
0,,,,,,5:13
0,,,,,,
0,,,,,,
0,30606,-83.418,33.9461,3565 Atlanta Highway,$12.84,18:01
0,,,,,,
0,30805,-82.203,33.2941,,,14:48
0,07936,-74.3636,40.8192,"200 Route 10 West
East",,
0,49093,-85.6371,41.9596,1 Guest,$9,6:90
0,,,,,,
0,,,,,,16:32
0,979645231,,,,,
0,,,,,$73.8,
0,07400,,,,,13:14
0,70057,-90.4082,29.9668,,,6:57 PM
0,95008,-121.9539,37.2803,,,
0,94509,-121.8089,37.9939,,$59.94,
0,33141,-80.1446,25.8486,300 72th Street,,10:53 PM
0,,,,"910 990
est",$8.00,
0,,,,,,
0,,,,,,
0,,,,,,9:33
0,40006,-85.3133,38.5864,,$40,
0,5963625,,,,,
0,57294724,,,,$33,21:41
0,60137,-88.0648,41.8661,,,
0,,,,7 Nord,$008,
0,70130,-90.0739,29.9324,711 CANAL ST,,20:08
0,22413,,,2413 BARTON ROAD,$9.50,9:07
0,40706,,,,,
0,3304353,,,1684 Guest.,,
0,990191,,,0 LEI 60 rd,,
0,1010010,,,,,
0,,,,,,
0,000012008,,,,$17.90,12:40
0,,,,,,
0,043284664,,,,,11:06
0,54537,-90.591,45.535,,,
0,,,,,,
0,,,,,$4,
0,90254,-118.3955,33.8643,844 Hermosa Ave,,
0,10162-0947,,,,,10:17
0,042810,,,,,6:28
0,,,,,$1,6:23
0,114057,,,,,
0,,,,,$4,
0,,,,,,08:05PM
0,,,,,,
0,70130,-90.0739,29.9324,,,02:44PM
0,,,,,,
0,07029,-74.1508,40.7445,"231 Harrison Ave,",$13,9:57PM
0,18052,-75.5041,40.6567,,$649.99,0:24
0,,,,,,
0,,,,,,
0,,,,,,
0,75007,-96.882,33.0033,,,21:50
0,,,,,,
0,89119,-115.1365,36.1008,,,
0,,,,,$35.81,7:09
0,29577,-78.9137,33.6994,740 Coastal Grand Circle,,5:50 PM
0,,,,,,
0,,,,,,
0,,,,,,05:55PM
0,71032,-93.7941,32.105,,,
0,10400,,,,,
0,,,,,,
0,345119,,,1 SpoSsq,$3.33,9:06
0,298530,,,20 est,$812,
0,112215,,,47 101 ave,$900,
0,,,,,,
0,95336,-121.2132,37.8134,102 Pierce Ave.,,11:17AM
0,,,,,,
0,,,,4 Guest,,11:54am
0,45814,-83.6685,40.8761,,,
0,042610,,,,,6:28
0,96392,,,,,
